AUNumber,InstName,Category,IUNumber,IU,CountyName,StatusDescription,EffectiveDate,PhoneNumber,PhoneNumberExtn,WebAddress,MailingAddressLine1,MailingAddressLine2,MailingCity,MailingState,MailingZipCode,MailingZipCodeExtn,LocationAddressLine1,LocationAddressLine2,LocationCity,LocationState,LocationZipCode,LocationZipCodeExtn,Title,Salutation,FirstName,MiddleInitial,LastName,Suffix,AdminPhoneNumber,AdminPhoneNumberExtn,CommissionStartDate,CommissionExpirationDate,
317410010,Susquehanna House Inc,Miscellaneous,17,BLaST IU 17,Lycoming,Open,08/23/2006,(570)506-2582,,,748 Broad Street,,Montoursville,PA,17754,,748 Broad Street,,Montoursville,PA,17754,,,,,,,,,,,,
300400530,Susquehanna Prep School/Appletree Nursery and Primary School,"Licensed, Private Academic School",18,Luzerne IU 18,Luzerne,Open,10/01/1990,(570)287-2597,,,1710 Wyoming Ave,,Forty Fort,PA,18704,4331,1710 Wyoming Ave,,Forty Fort,PA,18704,4331,Director,Ms,Margaret,,Moreck,,(570)881-8655,,,,
115228303,Susquehanna Township SD,School District,15,Capital Area IU 15,Dauphin,Open,06/08/1999,(717)657-5100,,http://www.hannasd.org,2579 Interstate Drive,,Harrisburg,PA,17110,    ,2579 Interstate Drive,,Harrisburg,PA,17110,    ,Assistant Superintendent,,,,Vacant,,,,,,
115228303,Susquehanna Township SD,School District,15,Capital Area IU 15,Dauphin,Open,06/08/1999,(717)657-5100,,http://www.hannasd.org,2579 Interstate Drive,,Harrisburg,PA,17110,    ,2579 Interstate Drive,,Harrisburg,PA,17110,    ,Assistant Superintendent,Dr,Tamara,C,Willis,,(717)657-5100,50142,01/05/2015,06/30/2018,
115228303,Susquehanna Township SD,School District,15,Capital Area IU 15,Dauphin,Open,06/08/1999,(717)657-5100,,http://www.hannasd.org,2579 Interstate Drive,,Harrisburg,PA,17110,    ,2579 Interstate Drive,,Harrisburg,PA,17110,    ,Business Manager,Mr,Oslwen,,Anderson,,(717)657-5100,50140,,,
115228303,Susquehanna Township SD,School District,15,Capital Area IU 15,Dauphin,Open,06/08/1999,(717)657-5100,,http://www.hannasd.org,2579 Interstate Drive,,Harrisburg,PA,17110,    ,2579 Interstate Drive,,Harrisburg,PA,17110,    ,Superintendent,Dr,Tod,F,Kline,,(717)657-5100,,05/04/2015,06/30/2019,
416559054,Susquehanna University        ,Private College and University,,,Snyder,Open,07/01/1986,(570)374-0101,,http://www.susqu.edu,514 University Avenue,,Selinsgrove,PA,17870,1025,514 University Avenue,,Selinsgrove,PA,17870,1025,Chief Executive Officer,Dr,L         ,J,Lemons          ,,,,,,
316550100,Susquehanna University Non Credit,Act 48 Independent Provider,,,Snyder,Open,03/12/2003,(570)372-4154,,,514 University Avenue,,Selinsgrove,PA,17870,1025,514 University Avenue,,Selinsgrove,PA,17870,1025,,,,,,,,,,,
398193452,SUSQUEHANNA VALLEY CHILD DEVELOPMENT CENTER,Miscellaneous,,,Columbia,Open,12/17/2008,(570)784-4113,,,6850 LOWS ROAD,,BLOOMSBURG,PA,17815,8708,6850 LOWS ROAD,,BLOOMSBURG,PA,17815,8708,Director,Ms,VANESSA,,WEAVER,,,,,,
300368190,Susquehanna Waldorf School,"Licensed, Private Academic School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1990,(717)426-4506,,,15 W Walnut St,,Marietta,PA,17547,,15 W Walnut St,,Marietta,PA,17547,,Director,Mr,Salvatore,A,Martino,,(717)350-0718,,,,
115506003,Susquenita SD,School District,15,Capital Area IU 15,Perry,Open,09/22/1999,(717)957-6000,5,http://www.susq.k12.pa.us,1725 Schoolhouse Rd,,Duncannon,PA,17020,9582,1725 Schoolhouse Rd,,Duncannon,PA,17020,9582,Business Manager,Mr,Roger,D,Carl,,(717)957-6000,5,,,
115506003,Susquenita SD,School District,15,Capital Area IU 15,Perry,Open,09/22/1999,(717)957-6000,5,http://www.susq.k12.pa.us,1725 Schoolhouse Rd,,Duncannon,PA,17020,9582,1725 Schoolhouse Rd,,Duncannon,PA,17020,9582,IMS Director,Mr,Michael,L,Grieb,,(717)957-6000,5,,,
115506003,Susquenita SD,School District,15,Capital Area IU 15,Perry,Open,09/22/1999,(717)957-6000,5,http://www.susq.k12.pa.us,1725 Schoolhouse Rd,,Duncannon,PA,17020,9582,1725 Schoolhouse Rd,,Duncannon,PA,17020,9582,Superintendent,Mr,Kent,R,Smith,,(717)957-6000,,07/01/2012,06/30/2016,
351390596,Sustainable Energy Fund,Act 48 Independent Provider,,,Lehigh,Open,09/10/2009,(610)264-4440,17,,968 Postal Road,,Allentown,PA,18109,,968 Postal Road,,Allentown,PA,18109,,,,,,,,,,,,
362393966,Sustainable Energy Fund,Act 48 Independent Provider,,,Lehigh,Open,07/25/2009,(610)264-4440,17,http://www.thesef.org,968 Postal Road,,Allentown,PA,18109,,968 Postal Road,,Allentown,PA,18109,,,,,,,,,,,,
221398402,Swain School,"Nonpublic, Non-Licensed School",21,Carbon-Lehigh IU 21,Lehigh,Open,10/01/1992,(610)433-4542,,,1100 S 24th St,,Allentown,PA,18103,3710,1100 S 24th St,,Allentown,PA,18103,3710,Principal,Mr,David,,Hursty,,,,,,
300008560,Swansea Wood School,"Other Private, Non-Licensed Entity",,,Out-of-State,Open,08/02/1991,(508)672-6560,,,789 Stevens Rd,,Swansea,MA,02777,4711,789 Stevens Rd,,Swansea,MA,02777,4711,,,,,,,,,,,
402027899,"Swansons Driving Schools, Inc.",Administrative Office,,,Allegheny,Open,04/03/1996,(412)241-6963,,,9915 Frankstown Road          ,                              ,Pittsburgh                    ,PA,15235,,9915 Frankstown Road          ,                              ,Pittsburgh                    ,PA,15235,,Chief Executive Officer,Mr,James     , ,Kuczek          ,,,,,,
300029310,Swansons Safeway Driving Sch,Private Driver Training School,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,07/06/1990,(412)731-7112,,,322 Raymond Street,,Pittsburgh,PA,15218,,322 Raymond Street,,Pittsburgh,PA,15218,,Director,,, ,Vacant,,(412)241-5964,,,,
300029310,Swansons Safeway Driving Sch,Private Driver Training School,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,07/06/1990,(412)731-7112,,,322 Raymond Street,,Pittsburgh,PA,15218,,322 Raymond Street,,Pittsburgh,PA,15218,,Director,,, ,Vacant,,(412)731-1048,,,,
300029310,Swansons Safeway Driving Sch,Private Driver Training School,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,07/06/1990,(412)731-7112,,,322 Raymond Street,,Pittsburgh,PA,15218,,322 Raymond Street,,Pittsburgh,PA,15218,,Director,,Rosemarie,T,Murphy,,(412)244-0229,,,,
425239104,Swarthmore College            ,Private College and University,,,Delaware,Open,07/01/1986,(610)328-8000,,http://www.swarthmore.edu,500 College Ave,,Swarthmore,PA,19081,1397,500 College Ave,,Swarthmore,PA,19081,1397,Chief Executive Officer,Dr,Valerie,,Smith,,(610)957-6111,,,,
925231233,Swarthmore Public Library,Library,,,Delaware,Open,11/20/2000,(610)543-0436,,http://www.swarthmorepubliclibrary.org,121 Park Ave,,Swarthmore,PA,19081,,121 Park Ave,,Swarthmore,PA,19081,,Director,,Amber, ,Osborne,,(610)543-3171,,,,
384161355,SWARTZFAGER CHILDCARE INC,Miscellaneous,,,Clarion,Open,05/14/2008,(814)782-3037,,,PO BOX 313,401 MAIN STREET,SHIPPENVILLE,PA,16254,0313,PO BOX 313,401 MAIN STREET,SHIPPENVILLE,PA,16254,0313,Director,Ms,JANET,,SWARTZFAGER,,,,,,
423460104,Swedenborg Library,Library,,,Montgomery,Open,02/26/2004,(267)502-2524,,,2925 College Dr,,Bryn Athyn,PA,19009,0740,2925 College Dr,,Bryn Athyn,PA,19009,0740,,,,,,,,,,,
368063073,Sweet Little Smiles,Miscellaneous,,,Berks,Open,06/08/2013,(610)208-0200,,,440 Lancaster Avenue,,Reading,PA,19611,,440 Lancaster Avenue,,Reading,PA,19611,,Director,Ms,Nancy,E,Lomas,,(484)651-5393,,,,
359512199,Sweetland Child Care Center Inc.,Miscellaneous,,,Philadelphia,Open,07/17/2015,(215)214-5144,,,4350 H Street,,Philadelphia,PA,19124,4329,4350 H Street,,Philadelphia,PA,19124,4329,Director,Ms,Svitlana,,Yaremchuk,,(215)778-2300,,,,
213360001,Sycamore Amish Parochial School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,02/06/2001,,,,c/o Samuel E. Miller,810 Deiter Road,Strasburg,PA,17579,,450 Weaver Road,,Strasburg,PA,17579,,Principal,Mr,Daniel,,Smoker,,,,,,
906330813,Sykesville Public Library,Library,,,Jefferson,Open,11/20/2000,(814)894-5243,,,21 East Main St,,Sykesville,PA,15865,0021,21 East Main St,,Sykesville,PA,15865,0021,Director,,Ruth, ,Sackash,,(814)894-5243,,,,
115223050,Sylvan Heights Science CS,Charter School                          ,15,Capital Area IU 15,Dauphin,Open,06/02/1998,(717)232-9220,,http://www.shscs.org,915 S 13th St,,Harrisburg,PA,17104,,915 S 13th St,,Harrisburg,PA,17104,,Chief Executive Officer,Mr,Timothy,S,Hess,,(717)232-9220,,,,
300097690,Sylvan Learning Center,"Nonpublic, Non-Licensed School",22,Bucks County IU 22,Bucks,Open,10/01/2000,(215)750-9660,,,Ste 202,100 N Buckstown Rd,Langhorne,PA,19047,1875,Ste 202,100 N Buckstown Rd,Langhorne,PA,19047,1875,Director,Ms,Danielle, ,Martinelli,,(215)638-7831,,,,
300097690,Sylvan Learning Center,"Nonpublic, Non-Licensed School",22,Bucks County IU 22,Bucks,Open,10/01/2000,(215)750-9660,,,Ste 202,100 N Buckstown Rd,Langhorne,PA,19047,1875,Ste 202,100 N Buckstown Rd,Langhorne,PA,19047,1875,Principal,,NA,,NA,,,,,,
300116500,Sylvan Learning Center,"Licensed, Private Academic School",8,Appalachia IU 8,Cambria,Open,10/01/2000,(814)262-9665,,,1397 Eisenhower Blvd,Suite 102,Johnstown,PA,15904,0000,1397 Eisenhower Blvd,Suite 102,Johnstown,PA,15904,,Director,Ms,Lauren,R,Miller,,(814)266-1019,,,,
300368170,Sylvan Learning Center,"Licensed, Private Academic School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/2000,(717)293-0300,,,2064 Fruitville Pike,,Lancaster,PA,17601,,2064 Fruitville Pike,,Lancaster,PA,17601,,Director,Ms,Elizabeth,D,Clippinger,,(717)451-5814,,,,
300518675,Sylvan Learning Center,"Licensed, Private Academic School",26,Philadelphia IU 26,Philadelphia,Open,10/01/2000,(215)743-6200,,,6537 Roosevelt Blvd,,Philadelphia,PA,19149,2918,6537 Roosevelt Blvd,,Philadelphia,PA,19149,,Director,Mr,Michael,S,Cella,,(215)535-0284,,,,
313380000,Sylvan Learning Center,"Licensed, Private Academic School",13,Lancaster-Lebanon IU 13,Lebanon,Open,12/02/2002,(717)838-2650,,,"1200 East Main Street, Ste 1",,Palmyra,PA,17078,,1200 E Main St,,Palmyra,PA,17078,,Director,Ms,Elizabeth,,Clippinger,,(717)451-5814,,,,
318400000,Sylvan Learning Center,"Licensed, Private Academic School",18,Luzerne IU 18,Luzerne,Open,02/24/2004,(570)714-4222,,,311 Market Street,,Kingston,PA,18704,,311 Market St,,Kingston,PA,18704,,Director,Ms,Renee,,Benavage,,(570)825-6415,,,,
320480012,Sylvan Learning Center,"Licensed, Private Academic School",20,Colonial IU 20,Northampton,Open,12/16/2004,(610)250-7110,,,705 Village at Stones Crossing,,Easton,PA,18045,,4013 William Penn Highway,,Easton,PA,18045,,Director,Ms,Elizabeth C,C,Babbin,,(610)419-4403,,,,
313360020,Sylvan Learning Center (Lancaster),Act 48 Independent Provider,,,Lancaster,Open,01/04/2005,(717)293-0300,,,1864 Fruitville Pike,,Lancaster,PA,17601,,1864 Fruitville Pike,,Lancaster,PA,17601,,,,,,,,,,,,
308010101,Sylvan Learning Center-Hollidaysburg,Act 48 Independent Provider,,,Blair,Open,01/10/2006,(814)111-1111,,,721 N. Juniata Street,,Hollidaysburg,PA,16648,,721 N. Juniata Street,,Hollidaysburg,PA,16648,,,,,,,,,,,,
227048505,Sylvania Hills Christian,"Nonpublic, Non-Licensed School",27,Beaver Valley IU 27,Beaver,Open,10/01/1992,(724)775-5453,,,567 Pittsburgh Rd,,Rochester,PA,15074,1022,567 Pittsburgh Rd,,Rochester,PA,15074,1022,Principal,,Mike,,Bailey,,,,,,
300510103,SYLVIA HUNTER SUGGS,Miscellaneous,,,Philadelphia,Open,10/05/2006,,,,5935 N LEITHGOW STREET,,PHILADELPHIA,PA,19120,,5935 N LEITHGOW STREET,,PHILADELPHIA,PA,19120,,,,,,,,,,,,
322630099,Synergis Technologies Academic Solutions,Act 48 Independent Provider,,,Bucks,Open,08/25/2005,(800)836-5440,,,472 California Road,,Quakertown,PA,18951,,472 California Road,,Quakertown,PA,18951,,,,,,,,,,,,
383460074,Synergy Educational Consultants,Act 48 Independent Provider,,,Montgomery,Open,02/28/2007,(609)369-6960,,,104 Stoneyford Road,,Holland,PA,18966,,104 Stoneyford Road,,Holland,PA,18966,,,,,,,,,,,,
403025139,System One Technical Training Center,Private Licensed School,,,Allegheny,Open,05/16/2005,(724)275-9970,,http://www.systemoneservices.com/index.html,1200 Watercrest Way,,Cheswick,PA,15024,,1200 Watercrest Way,,Cheswick,PA,15024,,Acting Executive Director,Ms,Suzanne,M,Bialas,,(724)275-9970,,,,
403025139,System One Technical Training Center,Private Licensed School,,,Allegheny,Open,05/16/2005,(724)275-9970,,http://www.systemoneservices.com/index.html,1200 Watercrest Way,,Cheswick,PA,15024,,1200 Watercrest Way,,Cheswick,PA,15024,,Chief Executive Officer,Mr,Steven,A,Huntington,,(724)275-9970,,,,
300260005,T L C DAYCARE,Miscellaneous,,,Fayette,Open,05/11/2005,,,,P O BOX 704,,HOPWOOD,PA,15445,,101 FINLEY & RT 40,,EAST HOPWELL,PA,15445,,,,,,,,,,,,
300518800,T M Pierce Annex,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,12/11/1995,,,,Parkway Avenue,,Philadelphia,PA,19103,,Parkway Avenue,,Philadelphia,PA,19103,,,,,,,,,,,,
369514042,T.O.P. Daycare Center,Miscellaneous,,,Philadelphia,Open,11/11/2011,(215)473-2055,,,2027 N. 63rd St,,Philadelphia,PA,19151,,2027 N. 63rd St,,Philadelphia,PA,19151,,Director,Ms,Tonya,,Buel,,(215)473-2055,,,,
300568700,Tableland Services Inc,"Other Private, Non-Licensed Entity",8,Appalachia IU 8,Somerset,Open,07/06/1990,(814)445-9628,,,535 E Main St,,Somerset,PA,15501,2108,535 E Main St,,Somerset,PA,15501,2108,,,,,,,,,,,
300097850,Tabor Childrens House,"Other Private, Non-Licensed Entity",22,Bucks County IU 22,Bucks,Open,07/06/1990,,,,601 New Britain Rd,,Doylestown,PA,18901,2788,601 New Britain Rd,,Doylestown,PA,18901,2788,,,,,,,,,,,
192518422,Tacony Academy Charter School,Charter School                          ,26,Philadelphia IU 26,Philadelphia,Open,07/04/2009,(215)742-5100,,,1330 Rhawn Street,,Philadelphia,PA,19111,,1330 Rhawn Street,,Philadelphia,PA,19111,,Chief Executive Officer,Mrs,Ashley,,Redfearn-Neswick,,(215)742-5100,,,,
926510006,Tacony Branch Library,Library,,,Philadelphia,Open,01/28/2005,(215)685-8755,,,6742 Torresdale Ave ,,Philadelphia ,PA,19135,2416,6742 Torresdale Ave ,,Philadelphia ,PA,19135,2416,Director,,Suzin, ,Weber,,(215)685-8755,,,,
300006627,Talent Development Middle School Model,Act 48 Independent Provider,,,Out-of-State,Open,09/04/2001,,,,"3003 N. Charles Street, Suite 200",,Baltimore,MD,21218,3888,"3003 N. Charles Street, Suite 200",,Baltimore,MD,21218,3888,,,,,,,,,,,
375153012,Talented Tenth Preschool,Miscellaneous,,,Chester,Open,04/01/2016,(610)384-3344,,,1 South 5th Ave,,Coatesville,PA,19320,,1 South 5th Ave,,Coatesville,PA,19320,,Director,Mr,Kenneth,,Allen,,(610)384-3344,,,,
324150008,TALK Institute and School,"Licensed, Private Academic School",25,Delaware County IU 25,Delaware,Open,08/29/2002,(610)356-5566,,,"395 Bishop Hollow Rd, Unit H",,Newtown Square,PA,19073,,395 Bishop Hollow Rd,,Newtown Square,PA,19073,,Director,Mr,Michael,,Meehan,,(215)490-8279,,,,
226519542,Talmudical Yeshiva of Philadelphia,"Nonpublic, Non-Licensed School",26,Philadelphia IU 26,Philadelphia,Open,10/01/1992,(215)477-1000,,,6063 Drexel Rd,,Philadelphia,PA,19131,1217,6063 Drexel Rd,,Philadelphia,PA,19131,1217,Principal,Rabbi,Pinchas,,Lando,,,,,,
300117000,Talus Rock G S Council,"Other Private, Non-Licensed Entity",8,Appalachia IU 8,Cambria,Open,07/06/1990,(814)536-5371,,,612 Locust St,,Johnstown,PA,15901,2110,612 Locust St,,Johnstown,PA,15901,2110,,,,,,,,,,,
129547603,Tamaqua Area SD,School District,29,Schuylkill IU 29,Schuylkill,Open,06/08/1999,(570)668-2570,,http://www.tamaqua.k12.pa.us,PO Box 112,,Tamaqua,PA,18252,0112,138 West Broad St,,Tamaqua,PA,18252,,Assistant Superintendent,,,,Vacant,,,,,,
129547603,Tamaqua Area SD,School District,29,Schuylkill IU 29,Schuylkill,Open,06/08/1999,(570)668-2570,,http://www.tamaqua.k12.pa.us,PO Box 112,,Tamaqua,PA,18252,0112,138 West Broad St,,Tamaqua,PA,18252,,Assistant Superintendent,Mr,Raymond,J,Kinder,,(570)668-2570,,02/19/2013,02/18/2018,
129547603,Tamaqua Area SD,School District,29,Schuylkill IU 29,Schuylkill,Open,06/08/1999,(570)668-2570,,http://www.tamaqua.k12.pa.us,PO Box 112,,Tamaqua,PA,18252,0112,138 West Broad St,,Tamaqua,PA,18252,,Business Manager,Mrs,Connie, ,Ligenza,,(570)668-2570,,,,
129547603,Tamaqua Area SD,School District,29,Schuylkill IU 29,Schuylkill,Open,06/08/1999,(570)668-2570,,http://www.tamaqua.k12.pa.us,PO Box 112,,Tamaqua,PA,18252,0112,138 West Broad St,,Tamaqua,PA,18252,,Superintendent,Mrs,Carol,,Makuta,,(570)668-2570,1080,08/26/2011,08/25/2016,
929541713,Tamaqua Public Library,Library,,,Schuylkill,Open,11/20/2000,(570)668-4660,,http://www.iu29.schiu.k12.pa.us/tampl,30 South Railroad St,,Tamaqua,PA,18252,1927,30 South Railroad St,,Tamaqua,PA,18252,1927,Director,,Gayle,R,Heath,,(570)668-4660,,,,
350519279,Tamara Johnson DBA The Play Pen Academy,Miscellaneous,,,Philadelphia,Open,02/05/2015,(267)758-6537,,,1420 Point Breezde Avenue,,Philadelphia,PA,19146,4521,1420 Point Breezde Avenue,,Philadelphia,PA,19146,4521,Director,Ms,Tamara,,Johnson,,(267)758-6537,,,,
358513831,TAMILA INC DBA Little Wonders Day Care,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,04/22/2008,(215)677-1332,,,15100 Bustleton Avenue,,Philadelphia,PA,19116,1189,15100 Bustleton Avenue,,Philadelphia,PA,19116,1189,Director,Ms,Tamila,,Blyakher,,,,,,
213367962,Tanglewood School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1996,,,,C/O Jonathan Smucker,1140 Lancaster Pike,Drumore,PA,17518,,1037 Silver Spring Rd,,Drumore,PA,17518,0000,Principal,,Levi,E,King,,,,,,
366512100,TANISHA M CLAYTON DBA KIDS R US CHILDCARE CENTER,Miscellaneous,,,Philadelphia,Open,11/04/2008,(267)639-3642,,,2232 NORTH FRONT STREET,,PHILADELPHIA,PA,19133,3714,2232 NORTH FRONT STREET,,PHILADELPHIA,PA,19133,3714,Assistant Executive Director,Ms,TANISHA,M,CLAYTON,,,,,,
315210014,TAPESTRY OF HEALTH,Miscellaneous,15,Capital Area IU 15,Cumberland,Open,05/19/2006,(570)245-0090,,,3461 Market Street,Suite 200,Camp Hill,PA,17011,4412,3461 Market Street,Suite 200,Camp Hill,PA,17011,4412,,,,,,,,,,,
331513619,TARA CONEY DBA TIAERRAH'S WONDERLAND LEARNING ACADEMY,Miscellaneous,,,Philadelphia,Open,07/11/2007,(215)274-6356,,,1949-51 SOUTH 21ST STREET,,PHILADELPHIA,PA,19145,2821,1949-51 SOUTH 21ST STREET,,PHILADELPHIA,PA,19145,2821,Director,Ms,TARA,,CONEY,,(215)271-6956,,,,
321040060,Tara Delourmels Little Learners,Miscellaneous,,,Beaver,Open,03/09/2012,(724)573-4213,,,1236 Route 168,,Georgetown,PA,15043,,1236 Route 168,,Georgetown,PA,15043,,Director,Ms,Tara,,Delourmel,,(724)573-4213,,,,
226510070,Tarbiyatul ILM Academy Inc.,"Nonpublic, Non-Licensed School",26,Philadelphia IU 26,Philadelphia,Open,09/01/2011,(215)288-4600,,,4853 N. 18th Street,,Philadelphia,PA,19141,,2080 Castor Avenue,,Philadelphia,PA,19134,,Principal,,Regina,D,Kornegay,,,,,,
300008640,Target Marketing,Miscellaneous,,,Out-of-State,Open,07/06/1990,,,,PO Box 217,,Liberty,MO,64068,,PO Box 217,,Liberty,MO,64068,,,,,,,,,,,,
300157400,Tarleton School,"Licensed, Private Academic School",24,Chester County IU 24,Chester,Open,10/01/1990,(610)644-5623,,,327 Waterloo Ave,,Berwyn,PA,19312,1870,327 Waterloo Ave,,Berwyn,PA,19312,,Director,Ms,Barbara,K,Smith,,(610)648-0824,,,,
300518850,Taylor Annex,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,08/23/1996,,,,3698 Randolph St,,Philadelphia,PA,19140,,3698 Randolph St,,Philadelphia,PA,19140,,,,,,,,,,,,
206279727,Taylor Christian Academy,"Nonpublic, Non-Licensed School",6,Riverview IU 6,Forest,Open,08/31/2015,(814)931-8748,,,1 Lighthouse Island,,Tionesta,PA,16353,,1 Lighthouse Island,,Tionesta,PA,16353,,Principal,Dr,Kathleen,,Smith,,,,,,
919351113,Taylor Community Library,Library,,,Lackawanna,Open,11/20/2000,(570)562-1234,,http://www.albright.org/Taylor/index.htm,710 S Main St,,Taylor,PA,18517,1826,710 S Main St,,Taylor,PA,18517,1826,Director,,Jeanie, ,Sluck,,(570)562-1234,,,,
900150099,Taylor Hospital ,Library,,,Chester,Open,03/06/1995,(610)595-6027,,,Medical Library ,175 E Chester Pike,Ridley Park ,PA,19078,,Medical Library ,175 E Chester Pike,Ridley Park ,PA,19078,,,,,,,,,,,,
300518840,TAYLORS LEARNING ACADEMY INC.,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,03/04/1996,(215)386-9750,,,631 Holly Mall,,Philadelphia,PA,19104,5211,631 Holly Mall,,Philadelphia,PA,19104,5211,Director,Ms,Felicia, ,Powell,,,,,,
400005369,TDDS Inc,Private Licensed School,,,Out-of-State,Open,04/23/1987,(330)538-2216,,http://www.tdds.edu,"1688 North Pricetown Rd,  SR 534",PO Box 506,Lake Milton,OH,44429,,"1688 North Pricetown Rd,  SR 534",PO Box 506,Lake Milton,OH,44429,,Chief Executive Officer,Mr,Richard   ,A,Rathburn,Jr,,,,,
320116180,TDS Driving Academy,Private Driver Training School,8,Appalachia IU 8,Cambria,Open,09/24/2014,(814)341-5671,,,99 Vogel Street,,Johnstown,PA,15902,,99 Vogel Street,,Johnstown,PA,15902,,Director,Mr,Timothy, ,Saylor,,(814)341-5671,,,,
397157661,Teach & Learn Day School,Miscellaneous,,,Chester,Open,03/15/2011,(610)873-1041,,,40 W Pennsylvania Ave,,Downingtown,PA,19335,,40 W Pennsylvania Ave,,Downingtown,PA,19335,,Director,Ms,Michelle,,Lauperez,,(610)873-1041,,,,
347000973,TEACH N TUMBLE LEARNING ACADEMY,Miscellaneous,,,Out-of-State,Open,12/15/2010,(215)727-4033,,,501 SOUTH BROOM STREET,,WILMINGTON,DE,19805,,501 SOUTH BROOM STREET,,WILMINGTON,DE,19805,,Director,Ms,REGINA,,STOCKLEY,,(215)727-4033,,,,
300006628,Teacher Created Materials,Act 48 Independent Provider,,,Out-of-State,Open,03/05/2001,,,http://www.teachercreated.com,6421 Industrial Way,,Westminster,CA,92683,,6421 Industrial Way,,Westminster,CA,92683,,,,,,,,,,,,
300006629,"Teacher Education Institute, Inc.",Act 48 Independent Provider,,,Out-of-State,Open,03/05/2001,(800)331-2208,,http://www.teachereducation.com,1079 West Morse Blvd.,Suite A,Winter Park,FL,32789,3751,1079 West Morse Blvd.,Suite A,Winter Park,FL,32789,3751,,,,,,,,,,,
367003714,Teacher Learning Center,Act 48 Independent Provider,,,Out-of-State,Open,01/01/2008,(585)475-8676,,http://www.tlc-sems.com,333 Metro Business Park,Suite M 106,Rochester,NY,14623,,333 Metro Business Park,Suite M 106,Rochester,NY,14623,,,,,,,,,,,,
300519861,Teacher To Teacher,Act 48 Independent Provider,,,Philadelphia,Open,12/28/2005,,,,37 Misty Meadow Drive,,Richboro,PA,18954,,37 Misty Meadow Drive,,Richboro,PA,18954,,,,,,,,,,,,
315004767,TeacherOnlineEducation.com,Act 48 Independent Provider,,,Out-of-State,Open,05/01/2009,(800)561-2295,,http://www.teacheronlineeducation.com,11199 Big Canoe,,Big Canoe,GA,30143,,11199 Big Canoe,,Big Canoe,GA,30143,,,,,,,,,,,,
381001499,"Teachers College Innovations, Columbia University",Act 48 Independent Provider,,,Out-of-State,Open,09/01/2008,(212)678-3781,,http://www.tcinnovations.net,2090 Adam Clayton Powell Jr. Blvd,8th Floor,New York,NY,10027,,2090 Adam Clayton Powell Jr. Blvd,8th Floor,New York,NY,10027,,,,,,,,,,,,
300005428,"Teaching Strategies, LLC",Act 48 Independent Provider,,,Out-of-State,Open,03/26/2013,(860)724-5277,,,"7101 Wisconsin Avenue, Suite 700",,Bethesda,MD,20814,,"7101 Wisconsin Avenue, Suite 700",,Bethesda,MD,20814,,,,,,,,,,,,
300004140,Teachscape,Act 48 Independent Provider,,,Out-of-State,Open,06/01/2012,(415)369-3714,,,"71 Stevenson Street, 5th Floor",,San Francisco,CA,94105,,"71 Stevenson Street, 5th Floor",,San Francisco,CA,94105,,,,,,,,,,,,
300006630,"TeachStream ""The Video Journel of Education""",Act 48 Independent Provider,,,Out-of-State,Open,04/18/2001,,,http://www.teachstream.com,8686 South 1300 East ,,Sandy,UT,84094,,8686 South 1300 East ,,Sandy,UT,84094,,,,,,,,,,,,
323460074,Team Work Wins,Act 48 Independent Provider,,,Montgomery,Open,12/12/2002,,,,PO Box 374,,Red Hill,PA,18076,,PO Box 374,,Red Hill,PA,18076,,,,,,,,,,,,
301633267,TEC Education Center,"Licensed, Private Academic School",1,Intermediate Unit 1,Washington,Open,02/25/2015,(724)225-3535,,,330 Central Ave,,Washington,PA,15301,,330 Central Ave,,Washington,PA,15301,,Director,Ms,Kelly,,Morton,,(412)606-1023,,,,
300029253,Technology Development Ed Corp,Miscellaneous,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,01/14/1998,(412)687-2700,,,2000 Technology Dr,,Pittsburgh,PA,15219,3112,2000 Technology Dr,,Pittsburgh,PA,15219,3112,Director,Mr,Raymond,R,Christman,,(412)687-2700,,,,
313360021,Technology Education Association of Pennsylvania,Act 48 Independent Provider,,,Lancaster,Open,10/24/2001,(717)464-9247,,,606 Woodhall Drive,,Willow Street,PA,17584,9649,606 Woodhall Drive,,Willow Street,PA,17584,9649,,,,,,,,,,,
386464021,Technology Institute for Music educators,Act 48 Independent Provider,,,Montgomery,Open,12/12/2007,(610)747-2816,,,305 Maple Avenue,,Wyncote,PA,19095,,305 Maple Avenue,,Wyncote,PA,19095,,,,,,,,,,,,
