LEAAUNumber,LEAInstName,LEACategory,LEAIUNumber,LEAIU,LEACountyName,LEAStatus,LEAStatusEffectiveDate,LEAWebAddress,LEAMailingAddressLine1,LEAMailingAddressLine2,LEAMailingCity,LEAMailingState,LEAMailingZipCode,LEAMailingZipCodeExtn,LEALocationAddressLine1,LEALocationAddressLine2,LEALocationCity,LEALocationState,LEALocationZipCode,LEALocationZipCodeExtn,LEAPhoneNumber,LEAPhoneNumberExtn,LEAAdminTitle,LEAAdminSalutation,LEAAdminFirstName,LEAAdminMiddleInitial,LEAAdminLastName,LEAAdminSuffix,LEAAdminPhone,LEAAdminPhoneExtn,SchoolInstCtgyDesc,SchoolAUNNum,SchoolBranchNum,SchoolName,GradeYear,GradeList,GradeCtgy,K4_Half,K4_Full,K5_Half,K5_Full,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Elementary_Ungraded,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Secondary_Ungraded,SchoolCountyName,SchoolStatus,SchoolStatusEffDate,SchoolWebAddress,SchoolPhone,SchoolPhoneExtn,SchoolMailingAddressLine1,SchoolMailingAddressLine2,SchoolMailingCity,SchoolMailingState,SchoolMailingZipCode,SchoolMailingZipCodeExtn,SchoolLocationAddressLine1,SchoolLocationAddressLine2,SchoolLocationCity,SchoolLocationState,SchoolLocationZipCode,SchoolLocationZipCodeExtn,SchoolAdminTitle,SchoolAdminSalutation,SchoolAdminFirstName,SchoolAdminMiddleInitial,SchoolAdminLastName,SchoolAdminSuffix,CyberSchoolInd,
115219002,West Shore SD,School District,15,Capital Area IU 15,York,Open,06/08/1999,http://www.WSSD.k12.pa.us,PO Box 803,,New Cumberland,PA,17070,0803,507 Fishing Creek Rd,,Lewisberry,PA,17339,9517,(717)938-9577,,Superintendent,Dr,Todd,B,Stoltz,,(717)938-9577,,Regular School,115219002,8276,New Cumberland MS,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,York,Open,07/01/2013,,(717)774-0162,,331 8th St,,New Cumberland,PA,17070,1303,331 8th St,,New Cumberland,PA,17070,1303,Principal,Mr,Brian,J,Kocsi,,,
118408707,West Side CTC,Career and Technical Center,18,Luzerne IU 18,Luzerne,Open,07/06/1990,http://www.wsctc.net,75 Evans Street,Pringle Borough,Kingston,PA,18704,1899,75 Evans Street,Pringle Borough,Kingston,PA,18704,1899,(570)288-8493,,Administrative Director,Dr,Thomas,,Viviano,,(570)288-8493,121,Comprehensive CTC,118408707,5059,West Side CTC,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Luzerne,Open,05/14/1998,http://www.wsctc.net,(570)288-8493,,75 Evans Street,Pringle Borough,Kingston,PA,18704,1899,75 Evans Street,Pringle Borough,Kingston,PA,18704,1899,Administrative Director,Dr,Thomas,,Viviano,,,
112678503,West York Area SD,School District,12,Lincoln IU 12,York,Open,06/08/1999,http://www.wyasd.k12.pa.us,2605 W Market St,,York,PA,17404,5529,2605 W Market St,,York,PA,17404,5529,(717)792-2796,,Superintendent,Dr,Emilie,M,Lonardi,,(717)792-2796,,Regular School,112678503,4625,Lincolnway El Sch,2015-2016,2-3,ELEMENTARY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,York,Open,06/24/1997,,(717)792-3902,,2625 West Philadelphia St,,York,PA,17404,    ,2625 West Philadelphia St,,York,PA,17404,    ,Principal,Ms,Melissa,M,Appnel,,,
112678503,West York Area SD,School District,12,Lincoln IU 12,York,Open,06/08/1999,http://www.wyasd.k12.pa.us,2605 W Market St,,York,PA,17404,5529,2605 W Market St,,York,PA,17404,5529,(717)792-2796,,Superintendent,Dr,Emilie,M,Lonardi,,(717)792-2796,,Regular School,112678503,4629,Trimmer El Sch,2015-2016,"2,4-5",ELEMENTARY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,York,Open,06/24/1997,,(717)764-6586,,1900 Brenda Rd,,York,PA,17408,4204,1900 Brenda Rd,,York,PA,17408,4204,Principal,Ms,Teresa,L,Flury,,,
112678503,West York Area SD,School District,12,Lincoln IU 12,York,Open,06/08/1999,http://www.wyasd.k12.pa.us,2605 W Market St,,York,PA,17404,5529,2605 W Market St,,York,PA,17404,5529,(717)792-2796,,Superintendent,Dr,Emilie,M,Lonardi,,(717)792-2796,,Regular School,112678503,6705,West York Area HS,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,York,Open,10/23/1997,,(717)845-6634,,1800 Bannister St,,York,PA,17404,4917,1800 Bannister St,,York,PA,17404,4917,Principal,Ms,Janet,M,May,,,
112678503,West York Area SD,School District,12,Lincoln IU 12,York,Open,06/08/1999,http://www.wyasd.k12.pa.us,2605 W Market St,,York,PA,17404,5529,2605 W Market St,,York,PA,17404,5529,(717)792-2796,,Superintendent,Dr,Emilie,M,Lonardi,,(717)792-2796,,Regular School,112678503,7286,West York Area MS,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,York,Open,07/16/1999,,(717)845-1671,,1700 Bannister St,,York,PA,17404,4915,1700 Bannister St,,York,PA,17404,4915,Principal,Mr,Brad,D,Sterner,,,
112678503,West York Area SD,School District,12,Lincoln IU 12,York,Open,06/08/1999,http://www.wyasd.k12.pa.us,2605 W Market St,,York,PA,17404,5529,2605 W Market St,,York,PA,17404,5529,(717)792-2796,,Superintendent,Dr,Emilie,M,Lonardi,,(717)792-2796,,Regular School,112678503,8350,Wallace El Sch,2015-2016,"PreKH-PreKF,K5H-1",ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,York,Open,07/01/2015,,(717)764-6869,,2065 High St,,York,PA,17408,1547,2065 High St,,York,PA,17408,1547,Principal,Mr,Michael,D,Brandt,,,
101638907,Western Area CTC,Career and Technical Center,1,Intermediate Unit 1,Washington,Open,07/06/1990,http://www.wactc.net,688 Western Avenue,,Canonsburg,PA,15317,1477,688 Western Avenue,,Canonsburg,PA,15317,1477,(724)746-2890,,Director Vocational Education,Dr,Dennis,,McCarthy,,(724)746-2890,114,Occupational CTC,101638907,6609,Western Area CTC,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Washington,Open,11/27/1996,http://www.wactc.net,(724)746-2890,,688 Western Ave,,Canonsburg,PA,15317,1477,688 Western Ave,,Canonsburg,PA,15317,1477,Director Vocational Education,Dr,Dennis,,McCarthy,,,
127049303,Western Beaver County SD,School District,27,Beaver Valley IU 27,Beaver,Open,06/08/1999,http://www.westernbeaver.org,343 Ridgemont Dr,,Midland,PA,15059,2219,343 Ridgemont Dr,,Midland,PA,15059,2219,(724)643-9310,,Superintendent,Dr,Robert,H,Postupac,,(724)643-9310,,Regular School,127049303,0715,Fairview El Sch,2015-2016,"PreKF,K4F,K5F-5",ELEMENTARY,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Beaver,Open,07/27/2000,,(724)643-9680,,343 Ridgemont Dr,,Midland,PA,15059,2219,343 Ridgemont Dr,,Midland,PA,15059,2219,Principal,Mr,Ron,,Busby,,,
127049303,Western Beaver County SD,School District,27,Beaver Valley IU 27,Beaver,Open,06/08/1999,http://www.westernbeaver.org,343 Ridgemont Dr,,Midland,PA,15059,2219,343 Ridgemont Dr,,Midland,PA,15059,2219,(724)643-9310,,Superintendent,Dr,Robert,H,Postupac,,(724)643-9310,,Regular School,127049303,0719,Western Beaver Co JSHS,2015-2016,"6,7-12",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Beaver,Open,07/27/2000,,(724)643-8500,,216 Engle Rd,,Industry,PA,15052,1602,216 Engle Rd,,Industry,PA,15052,1602,Principal,Mr,David,,Brandon,,,
123469007,Western Montgomery CTC,Career and Technical Center,23,Montgomery County IU 23,Montgomery,Open,07/06/1990,http://www.westerncenter.org,77 Graterford Road,,Limerick,PA,19468,1730,77 Graterford Road,,Limerick,PA,19468,1730,(610)489-7272,,Administrative Director,Mr,Christopher,,Moritzen,,(610)489-7272,201,Occupational CTC,123469007,4959,Western Montgomery CTC,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Montgomery,Open,12/11/1996,http://www.westerncenter.org,(610)489-7272,,77 Graterford Rd,,Limerick,PA,19468,1730,77 Graterford Rd,,Limerick,PA,19468,1730,Director Vocational Education,Mr,Christopher,,Moritzen,,,
119648903,Western Wayne SD,School District,19,Northeastern Educational IU 19,Wayne,Open,07/26/2000,http://www.westernwayne.org,1970C Easton Turnpike,,Lake Ariel,PA,18436,    ,1970C Easton Turnpike,,Lake Ariel,PA,18436,    ,(800)321-9973,,Superintendent,Mr,Joseph,W,Adams,,(800)321-9973,5,Regular School,119648903,4311,Wilson El Sch,2015-2016,"PreKH,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Wayne,Open,05/12/2005,,(800)321-9973,,74 Belmont St,,Waymart,PA,18472,9802,74 Belmont St,,Waymart,PA,18472,9802,Principal,Ms,Maria,,Miller,,,
119648903,Western Wayne SD,School District,19,Northeastern Educational IU 19,Wayne,Open,07/26/2000,http://www.westernwayne.org,1970C Easton Turnpike,,Lake Ariel,PA,18436,    ,1970C Easton Turnpike,,Lake Ariel,PA,18436,    ,(800)321-9973,,Superintendent,Mr,Joseph,W,Adams,,(800)321-9973,5,Regular School,119648903,6704,Western Wayne HS,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Wayne,Open,06/26/1997,,(800)321-9973,,1970A Easton Turnpike,,Lake Ariel,PA,18436,4556,1970A Easton Turnpike,,Lake Ariel,PA,18436,4556,Principal,Mr,Paul,T,Blaum,,,
119648903,Western Wayne SD,School District,19,Northeastern Educational IU 19,Wayne,Open,07/26/2000,http://www.westernwayne.org,1970C Easton Turnpike,,Lake Ariel,PA,18436,    ,1970C Easton Turnpike,,Lake Ariel,PA,18436,    ,(800)321-9973,,Superintendent,Mr,Joseph,W,Adams,,(800)321-9973,5,Regular School,119648903,7341,Western Wayne MS,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Wayne,Open,07/07/1999,,(800)321-9973,,1970B Easton Turnpike,,Lake Ariel,PA,18436,4556,1970B Easton Turnpike,,Lake Ariel,PA,18436,4556,Principal,Ms,Kristen,,Donohue,,,
119648903,Western Wayne SD,School District,19,Northeastern Educational IU 19,Wayne,Open,07/26/2000,http://www.westernwayne.org,1970C Easton Turnpike,,Lake Ariel,PA,18436,    ,1970C Easton Turnpike,,Lake Ariel,PA,18436,    ,(800)321-9973,,Superintendent,Mr,Joseph,W,Adams,,(800)321-9973,5,Regular School,119648903,8173,EverGreen El Sch,2015-2016,"PreKH,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Wayne,Open,07/01/2011,,(800)321-9973,,739 Easton Turnpike,,Lake Ariel,PA,18436,,739 Easton Turnpike,,Lake Ariel,PA,18436,,Principal,Ms,Ellen,,Faliskie,,,
108118503,Westmont Hilltop SD,School District,8,Appalachia IU 8,Cambria,Open,06/08/1999,http://www.whsd.org/,827 Diamond Blvd,,Johnstown,PA,15905,2348,827 Diamond Blvd,,Johnstown,PA,15905,2348,(814)255-6751,,Superintendent,Mr,Donald,B,Irwim,Jr,(814)255-8712,,Regular School,108118503,1290,Westmont Hilltop El Sch,2015-2016,K5F-4,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cambria,Open,01/18/2000,,(814)255-8707,,675 Goucher St,,Johnstown,PA,15905,3247,675 Goucher St,,Johnstown,PA,15905,3247,Principal,Mr,Edward,W,Benning,,,
108118503,Westmont Hilltop SD,School District,8,Appalachia IU 8,Cambria,Open,06/08/1999,http://www.whsd.org/,827 Diamond Blvd,,Johnstown,PA,15905,2348,827 Diamond Blvd,,Johnstown,PA,15905,2348,(814)255-6751,,Superintendent,Mr,Donald,B,Irwim,Jr,(814)255-8712,,Regular School,108118503,1292,Westmont Hilltop MS,2015-2016,"5-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Cambria,Open,07/14/2000,,(814)255-8704,,827 Diamond Blvd,,Johnstown,PA,15905,2348,827 Diamond Blvd,,Johnstown,PA,15905,2348,Principal,Ms,Nicole,,Kuzmiak,,,
108118503,Westmont Hilltop SD,School District,8,Appalachia IU 8,Cambria,Open,06/08/1999,http://www.whsd.org/,827 Diamond Blvd,,Johnstown,PA,15905,2348,827 Diamond Blvd,,Johnstown,PA,15905,2348,(814)255-6751,,Superintendent,Mr,Donald,B,Irwim,Jr,(814)255-8712,,Regular School,108118503,1293,Westmont Hilltop HS,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Cambria,Open,01/18/2000,,(814)255-8726,,200 Fair Oaks Dr,,Johnstown,PA,15905,1316,200 Fair Oaks Dr,,Johnstown,PA,15905,1316,Principal,Mr,Thomas,R,Mitchell,,,
121397803,Whitehall-Coplay SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,06/08/1999,http://www.whitehallcoplay.org,2940 MacArthur Rd,,Whitehall,PA,18052,3408,2940 MacArthur Rd,,Whitehall,PA,18052,3408,(610)439-1431,,Superintendent,Mr,John,W,Corby,,(610)439-1431,,Regular School,121397803,2848,Whitehall HS,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Lehigh,Open,07/16/1999,,(610)437-5081,,3800 Mechanicsville Rd,,Whitehall,PA,18052,3348,3800 Mechanicsville Rd,,Whitehall,PA,18052,3348,Principal,Mr,Christopher,,Schiffert,,,
121397803,Whitehall-Coplay SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,06/08/1999,http://www.whitehallcoplay.org,2940 MacArthur Rd,,Whitehall,PA,18052,3408,2940 MacArthur Rd,,Whitehall,PA,18052,3408,(610)439-1431,,Superintendent,Mr,John,W,Corby,,(610)439-1431,,Regular School,121397803,5241,Whitehall-Coplay MS,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,05/06/1993,,(610)439-1439,,2930 Zephyr Blvd,,Whitehall,PA,18052,3408,2930 Zephyr Blvd,,Whitehall,PA,18052,3408,Principal,Mr,Peter,,Bugbee,,,
121397803,Whitehall-Coplay SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,06/08/1999,http://www.whitehallcoplay.org,2940 MacArthur Rd,,Whitehall,PA,18052,3408,2940 MacArthur Rd,,Whitehall,PA,18052,3408,(610)439-1431,,Superintendent,Mr,John,W,Corby,,(610)439-1431,,Regular School,121397803,6841,George D Steckel El Sch,2015-2016,2-3,ELEMENTARY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,08/03/1994,,(610)435-1521,,2928 Zephyr Blvd,,Whitehall,PA,18052,3408,2928 Zephyr Blvd,,Whitehall,PA,18052,3408,Principal,Mr,Glenn,,Noack,,,
121397803,Whitehall-Coplay SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,06/08/1999,http://www.whitehallcoplay.org,2940 MacArthur Rd,,Whitehall,PA,18052,3408,2940 MacArthur Rd,,Whitehall,PA,18052,3408,(610)439-1431,,Superintendent,Mr,John,W,Corby,,(610)439-1431,,Regular School,121397803,6983,Clarence M Gockley El Sch,2015-2016,K5H-1,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,07/27/1993,,(610)433-7551,,2932 Zephyr Blvd,,Whitehall,PA,18052,3408,2932 Zephyr Blvd,,Whitehall,PA,18052,3408,Principal,Dr,Mary,J,FeKula,,,
121397803,Whitehall-Coplay SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,06/08/1999,http://www.whitehallcoplay.org,2940 MacArthur Rd,,Whitehall,PA,18052,3408,2940 MacArthur Rd,,Whitehall,PA,18052,3408,(610)439-1431,,Superintendent,Mr,John,W,Corby,,(610)439-1431,,Regular School,121397803,8048,Zephyr El Sch,2015-2016,4-5,ELEMENTARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,07/01/2009,,(610)871-3671,,2934 Zephyr Blvd,,Whitehall,PA,18052,,2934 Zephyr Blvd,,Whitehall,PA,18052,,Principal,Mrs,Terri,,Miller,,,
125230002,Widener Partnership CS,Charter School                          ,25,Delaware County IU 25,Delaware,Open,09/05/2006,,1450 Edgmont Avenue,,Chester,PA,19013,,1450 Edgmont Avenue,,Chester,PA,19013,,(610)872-1358,,Chief Executive Officer,Mrs,April,,Thomas,,(610)872-1358,8999,Regular School,125230002,7907,Widener Partnership CS,2015-2016,"K5F-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Delaware,Open,09/05/2006,http://widenerpartnershipcharterschool.org/,(610)872-1358,,1450 Edgemont Ave,,Chester,PA,19013,,1450 Edgemont Ave,,Chester,PA,19013,,Chief Executive Officer,Mrs,April,,Thomas,,FALSE,
118408607,Wilkes-Barre Area CTC,Career and Technical Center,18,Luzerne IU 18,Luzerne,Open,07/06/1990,http://www.wbactc.org,"Jumper Road, Plains Township",Po Box 1699,Wilkes-Barre,PA,18705,0699,"Jumper Road, Plains Township",Po Box 1699,Wilkes-Barre,PA,18705,0699,(570)822-4131,,Administrative Director,Mr,Peter,N,Halesey,,(570)822-4131,101,Occupational CTC,118408607,6632,Wilkes-Barre Area CTC,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Luzerne,Open,12/09/1999,http://www.wbactc.org,(570)822-4131,,PO Box 1699,,Wilkes-Barre,PA,18705,0699,"Jumper Road, Plains Township",,Wilkes-Barre,PA,18705,0699,Administrative Director,Mr,Peter,N,Halesey,,,
118408852,Wilkes-Barre Area SD,School District,18,Luzerne IU 18,Luzerne,Open,06/08/1999,http://www.wbasd.k12.pa.us,730 S Main St,,Wilkes Barre,PA,18711,0376,730 S Main St,,Wilkes Barre,PA,18711,0376,(570)826-7182,,Superintendent,Dr,Bernard,S,Prevuznak,,(570)826-7111,1148,Regular School,118408852,2995,Dodson El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Luzerne,Open,08/22/1990,,(570)826-7185,,80 Jones St,,Wilkes Barre,PA,18702,4730,80 Jones St,,Wilkes Barre,PA,18702,4730,Principal,Ms,Gina,,Bartoletti,,,
118408852,Wilkes-Barre Area SD,School District,18,Luzerne IU 18,Luzerne,Open,06/08/1999,http://www.wbasd.k12.pa.us,730 S Main St,,Wilkes Barre,PA,18711,0376,730 S Main St,,Wilkes Barre,PA,18711,0376,(570)826-7182,,Superintendent,Dr,Bernard,S,Prevuznak,,(570)826-7111,1148,Regular School,118408852,3007,James M Coughlin JSHS,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Luzerne,Open,05/20/1993,,(570)826-7201,,80 N Washington St,,Wilkes Barre,PA,18701,3108,80 N Washington St,,Wilkes Barre,PA,18701,3108,Principal,Mr,Patrick,,Patte,,,
118408852,Wilkes-Barre Area SD,School District,18,Luzerne IU 18,Luzerne,Open,06/08/1999,http://www.wbasd.k12.pa.us,730 S Main St,,Wilkes Barre,PA,18711,0376,730 S Main St,,Wilkes Barre,PA,18711,0376,(570)826-7182,,Superintendent,Dr,Bernard,S,Prevuznak,,(570)826-7111,1148,Regular School,118408852,3008,G A R Memorial JSHS,2015-2016,7-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Luzerne,Open,07/11/2000,,(570)826-7165,,Grant & Lehigh Streets,,Wilkes-Barre,PA,18702,,Grant & Lehigh Streets,,Wilkes-Barre,PA,18702,,Principal,Mrs,Colleen,,Robatin,,,
118408852,Wilkes-Barre Area SD,School District,18,Luzerne IU 18,Luzerne,Open,06/08/1999,http://www.wbasd.k12.pa.us,730 S Main St,,Wilkes Barre,PA,18711,0376,730 S Main St,,Wilkes Barre,PA,18711,0376,(570)826-7182,,Superintendent,Dr,Bernard,S,Prevuznak,,(570)826-7111,1148,Regular School,118408852,3009,Elmer L Meyers JSHS,2015-2016,7-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Luzerne,Open,07/11/2000,,(570)826-7145,,341 Carey Ave,,Wilkes Barre,PA,18702,2123,341 Carey Ave,,Wilkes Barre,PA,18702,2123,Principal,Mr,Michael,,Elias,,,
118408852,Wilkes-Barre Area SD,School District,18,Luzerne IU 18,Luzerne,Open,06/08/1999,http://www.wbasd.k12.pa.us,730 S Main St,,Wilkes Barre,PA,18711,0376,730 S Main St,,Wilkes Barre,PA,18711,0376,(570)826-7182,,Superintendent,Dr,Bernard,S,Prevuznak,,(570)826-7111,1148,Regular School,118408852,5152,Daniel J Flood El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Luzerne,Open,07/11/2000,,(570)826-7245,,565 N Washington St,,Wilkes Barre,PA,18705,1632,565 N Washington St,,Wilkes Barre,PA,18705,1632,Principal,Mrs,Marlena,,Nockley,,,
118408852,Wilkes-Barre Area SD,School District,18,Luzerne IU 18,Luzerne,Open,06/08/1999,http://www.wbasd.k12.pa.us,730 S Main St,,Wilkes Barre,PA,18711,0376,730 S Main St,,Wilkes Barre,PA,18711,0376,(570)826-7182,,Superintendent,Dr,Bernard,S,Prevuznak,,(570)826-7111,1148,Regular School,118408852,6923,Heights/Murray El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Luzerne,Open,07/03/1997,,(570)826-7255,,1 S Sherman St,,Wilkes Barre,PA,18702,5910,1 S Sherman St,,Wilkes Barre,PA,18702,5910,Principal,Mr,Harold,,Gabriel,,,
118408852,Wilkes-Barre Area SD,School District,18,Luzerne IU 18,Luzerne,Open,06/08/1999,http://www.wbasd.k12.pa.us,730 S Main St,,Wilkes Barre,PA,18711,0376,730 S Main St,,Wilkes Barre,PA,18711,0376,(570)826-7182,,Superintendent,Dr,Bernard,S,Prevuznak,,(570)826-7111,1148,Regular School,118408852,6924,Dr David W Kistler El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Luzerne,Open,07/21/1992,,(570)826-7230,,301 Old River Rd,,Wilkes Barre,PA,18702,1507,301 Old River Rd,,Wilkes Barre,PA,18702,1507,Principal,Mr,Robert,,Anthony,,,
118408852,Wilkes-Barre Area SD,School District,18,Luzerne IU 18,Luzerne,Open,06/08/1999,http://www.wbasd.k12.pa.us,730 S Main St,,Wilkes Barre,PA,18711,0376,730 S Main St,,Wilkes Barre,PA,18711,0376,(570)826-7182,,Superintendent,Dr,Bernard,S,Prevuznak,,(570)826-7111,1148,Regular School,118408852,7492,Solomon/Plains El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Luzerne,Open,08/14/1998,,(570)826-7222,,41 Abbott St,,Plains,PA,18705,1905,41 Abbott St,,Plains,PA,18705,1905,Principal,Mr,Sean,,Flynn,,,
